DATE,OPEN,HIGH,LOW,CLOSE,VOLUME,CHANGE
14-Oct-2025,"160,821.72","165,866.77","160,821.72","165,476.02","586,848,420","7,032.60"
15-Oct-2025,"166,756.75","167,561.69","165,357.20","165,686.38","893,799,055",210.36
16-Oct-2025,"166,280.37","166,864.89","164,261.65","164,444.71","1,390,467,898","-1,241.67"
17-Oct-2025,"164,983.44","165,030.82","163,118.01","163,806.21","500,443,987",-638.5
20-Oct-2025,"164,912.41","166,421.33","164,281.95","166,242.90","704,434,523","2,436.69"
21-Oct-2025,"167,004.66","168,414.13","166,923.59","167,346.83","1,004,310,934","1,103.93"
22-Oct-2025,"167,781.02","168,163.21","166,230.89","166,553.27","727,756,485",-793.56
23-Oct-2025,"166,457.66","166,720.42","164,395.38","164,590.41","485,008,773","-1,962.86"
24-Oct-2025,"164,414.42","165,025.85","163,041.97","163,304.13","424,608,463","-1,286.28"
27-Oct-2025,"163,308.91","163,570.83","161,766.61","162,163.81","363,990,070","-1,140.32"
28-Oct-2025,"162,444.28","163,380.67","159,805.34","160,101.02","374,972,398","-2,062.79"
29-Oct-2025,"160,607.77","160,690.12","158,306.84","158,465.05","390,151,702","-1,635.97"
30-Oct-2025,"158,996.01","159,507.41","156,327.60","156,732.87","378,016,684","-1,732.18"
31-Oct-2025,"158,195.54","162,194.30","158,195.54","161,631.73","408,940,539","4,898.86"
03-Nov-2025,"162,827.13","163,935.02","161,892.59","162,803.15","352,997,728","1,171.42"
04-Nov-2025,"163,286.70","163,384.95","161,159.26","161,281.76","321,599,074","-1,521.39"
05-Nov-2025,"161,368.18","162,052.45","159,216.86","159,578.19","333,049,067","-1,703.57"
06-Nov-2025,"160,240.88","160,590.77","158,252.62","159,096.78","285,995,366",-481.41
07-Nov-2025,"159,393.01","160,435.94","159,005.13","159,592.90","216,913,906",496.12
10-Nov-2025,"160,619.82","161,881.45","160,406.42","161,538.40","225,005,315","1,945.50"
11-Nov-2025,"161,516.74","161,516.74","157,765.92","157,870.50","291,155,869","-3,667.90"
12-Nov-2025,"158,068.17","159,516.41","157,203.54","158,183.94","217,766,795",313.44
13-Nov-2025,"158,971.48","160,944.50","158,971.48","160,657.49","254,922,506","2,473.55"
14-Nov-2025,"161,308.71","162,118.75","160,791.78","161,935.19","239,780,587","1,277.70"
17-Nov-2025,"163,077.94","163,602.15","161,481.68","161,687.18","521,405,757",-248.01
18-Nov-2025,"162,089.33","162,344.65","160,583.89","160,935.13","302,864,537",-752.05
19-Nov-2025,"161,279.02","162,741.73","161,279.02","162,226.27","361,885,278","1,291.14"
20-Nov-2025,"162,871.25","163,817.82","162,646.98","162,936.93","208,140,955",710.66
21-Nov-2025,"163,016.59","163,357.51","161,853.58","162,102.92","254,631,887",-834.01
24-Nov-2025,"162,206.17","162,385.32","161,241.46","161,984.08","154,383,759",-118.84
25-Nov-2025,"162,394.40","162,819.85","161,276.81","161,692.49","161,995,287",-291.59
26-Nov-2025,"161,984.45","163,397.24","160,564.85","163,188.53","234,697,302","1,496.04"
27-Nov-2025,"163,509.28","165,611.10","163,509.28","165,373.31","175,284,603","2,184.78"
28-Nov-2025,"165,753.35","167,005.05","165,753.35","166,677.69","295,624,736","1,304.38"
01-Dec-2025,"167,229.26","168,246.22","166,024.79","168,062.19","306,602,061","1,384.50"
02-Dec-2025,"168,499.01","169,289.21","167,445.92","167,642.27","291,894,753",-419.92
03-Dec-2025,"168,107.54","168,160.88","166,115.17","166,145.34","258,779,542","-1,496.93"
04-Dec-2025,"166,501.19","166,837.10","165,886.25","166,283.55","167,563,948",138.21
05-Dec-2025,"167,772.19","167,923.45","166,369.72","167,085.58","225,677,720",802.03
08-Dec-2025,"167,386.43","168,755.18","167,386.43","168,303.24","328,070,199","1,217.66"
09-Dec-2025,"169,382.02","169,601.03","168,880.21","169,456.38","433,909,949","1,153.14"
10-Dec-2025,"169,806.32","170,697.74","169,239.23","169,451.86","497,181,231",-4.52
11-Dec-2025,"170,089.28","170,301.48","168,548.45","168,574.69","656,548,918",-877.17
12-Dec-2025,"168,937.33","170,052.87","168,421.55","169,864.52","309,699,601","1,289.83"
15-Dec-2025,"170,549.68","171,001.71","170,292.95","170,741.34","410,450,694",876.82
16-Dec-2025,"171,424.22","171,922.60","170,191.98","170,447.29","475,388,506",-294.05
17-Dec-2025,"170,737.14","171,392.62","169,230.49","170,313.85","435,467,473",-133.44
18-Dec-2025,"170,804.65","172,248.94","170,804.65","171,960.64","392,432,264","1,646.79"
19-Dec-2025,"172,289.29","172,674.65","171,149.07","171,404.48","326,403,344",-556.16
22-Dec-2025,"171,624.55","172,167.63","170,858.65","171,204.17","326,754,401",-200.31
23-Dec-2025,"171,596.97","171,867.31","170,968.31","171,073.73","239,246,682",-130.44
24-Dec-2025,"171,469.52","171,587.32","170,641.13","170,830.22","319,890,585",-243.51
26-Dec-2025,"171,220.16","172,582.95","171,146.14","172,400.73","346,402,696","1,570.51"
29-Dec-2025,"173,200.41","174,411.72","173,200.41","173,896.34","360,616,230","1,495.61"
30-Dec-2025,"174,270.84","174,805.15","174,121.41","174,472.79","415,894,213",576.45
31-Dec-2025,"174,791.31","175,232.90","173,564.33","174,054.32","414,469,106",-418.47
01-Jan-2026,"174,437.70","176,658.38","174,437.70","176,355.49","799,088,704","2,301.17"
02-Jan-2026,"177,030.01","179,467.83","176,709.51","179,034.93","513,438,012","2,679.44"
05-Jan-2026,"179,535.46","183,964.37","179,535.46","182,408.23","633,095,220","3,373.30"
06-Jan-2026,"183,121.44","185,481.45","181,182.07","185,062.10","596,928,682","2,653.87"
07-Jan-2026,"185,845.57","187,015.11","184,896.70","186,518.71","569,855,544","1,456.61"
08-Jan-2026,"186,998.47","187,905.16","185,199.36","185,543.01","576,348,652",-975.7
09-Jan-2026,"185,700.13","186,180.32","183,700.83","184,409.67","393,479,243","-1,133.34"
12-Jan-2026,"184,045.16","184,439.06","182,303.56","182,384.14","418,828,756","-2,025.53"
13-Jan-2026,"182,702.06","184,304.86","180,589.95","183,951.50","437,362,419","1,567.36"
14-Jan-2026,"184,400.81","184,726.60","182,369.86","182,569.81","444,259,786","-1,381.69"
15-Jan-2026,"183,073.45","183,717.53","180,783.62","181,456.33","281,307,943","-1,113.48"
16-Jan-2026,"182,559.69","185,208.98","182,559.69","185,098.83","381,916,860","3,642.50"
19-Jan-2026,"186,151.23","187,882.04","186,127.35","187,761.69","450,869,057","2,662.86"
20-Jan-2026,"188,579.16","188,958.37","187,192.01","188,621.78","454,297,071",860.09
21-Jan-2026,"189,095.62","189,523.43","186,626.85","187,033.26","703,361,010","-1,588.52"
22-Jan-2026,"187,391.53","188,106.82","186,825.61","187,688.16","462,471,948",654.9
23-Jan-2026,"187,926.49","189,566.64","186,637.57","189,166.82","407,933,410","1,478.66"
26-Jan-2026,"189,788.67","191,032.73","188,268.38","188,587.66","449,786,513",-579.16
27-Jan-2026,"188,775.65","189,521.32","187,538.23","188,202.85","341,592,014",-384.81
28-Jan-2026,"188,901.74","189,183.88","188,179.50","188,380.38","423,533,550",177.53
29-Jan-2026,"188,686.06","188,923.39","181,961.14","182,338.12","413,816,827","-6,042.26"
30-Jan-2026,"183,166.66","186,619.51","182,347.47","184,174.48","344,196,335","1,836.36"
02-Feb-2026,"184,441.93","185,611.72","182,792.39","185,057.83","215,797,274",883.35
03-Feb-2026,"185,555.88","187,518.78","185,545.92","186,900.73","390,194,995","1,842.90"
04-Feb-2026,"187,193.29","188,312.20","187,018.69","187,832.08","767,506,930",931.35
06-Feb-2026,"188,023.60","188,036.30","183,547.29","184,129.58","798,685,846","-3,702.50"
09-Feb-2026,"185,027.16","185,650.59","180,992.79","182,340.38","597,716,809","-1,789.20"
10-Feb-2026,"183,101.93","183,216.67","181,499.28","182,153.55","636,095,920",-186.83
11-Feb-2026,"182,739.71","183,801.70","182,054.64","183,049.80","350,081,145",896.25
12-Feb-2026,"182,700.31","182,757.08","178,725.24","180,512.64","448,219,476","-2,537.16"
13-Feb-2026,"180,577.78","180,832.65","178,237.13","179,603.73","379,804,937",-908.91
16-Feb-2026,"179,926.88","179,969.22","173,574.26","174,453.93","378,714,148","-5,149.80"
17-Feb-2026,"174,788.48","176,131.35","171,693.39","173,150.41","424,959,530","-1,303.52"
18-Feb-2026,"174,328.61","178,974.16","174,328.61","178,853.09","424,992,070","5,702.68"
19-Feb-2026,"179,279.74","179,279.74","171,647.33","172,170.29","229,011,699","-6,682.80"
20-Feb-2026,"172,716.14","174,148.32","169,592.52","173,169.71","245,478,220",999.42
23-Feb-2026,"172,962.96","174,336.85","166,886.63","167,691.08","204,726,272","-5,478.63"
24-Feb-2026,"167,685.83","169,237.51","163,907.59","166,258.54","345,386,346","-1,432.54"
25-Feb-2026,"167,607.55","168,191.64","164,229.36","164,626.29","351,261,866","-1,632.25"
26-Feb-2026,"164,815.43","169,374.27","162,953.63","168,893.08","355,320,144","4,266.79"
27-Feb-2026,"167,718.12","169,379.97","165,811.87","168,062.16","222,442,620",-830.92
02-Mar-2026,"152,717.46","159,328.59","151,747.96","151,972.99","479,703,809","-16,089.17"
03-Mar-2026,"151,258.85","158,217.01","151,258.85","157,132.09","429,915,176","5,159.10"
04-Mar-2026,"157,322.45","157,962.47","154,790.73","155,777.21","362,160,777","-1,354.88"
05-Mar-2026,"156,310.70","161,476.84","156,250.28","161,210.67","402,543,323","5,433.46"
06-Mar-2026,"161,435.83","161,435.83","157,072.64","157,496.10","196,187,049","-3,714.57"
09-Mar-2026,"150,174.09","150,174.09","144,119.43","146,480.14","378,012,095","-11,015.96"
10-Mar-2026,"156,209.06","158,354.12","155,294.65","156,177.12","289,651,984","9,696.98"
11-Mar-2026,"157,206.97","158,624.51","155,652.35","155,858.47","232,657,911",-318.65
12-Mar-2026,"154,679.71","157,080.28","153,503.70","154,421.43","202,928,283","-1,437.04"
13-Mar-2026,"154,202.51","155,002.10","152,780.79","153,866.16","113,043,219",-555.27
16-Mar-2026,"153,581.44","153,943.69","148,747.72","149,178.66","153,180,436","-4,687.50"
17-Mar-2026,"150,067.90","151,503.46","148,509.04","150,016.16","145,538,021",837.5
18-Mar-2026,"150,562.73","154,684.45","150,284.25","154,292.25","213,816,771","4,276.09"
19-Mar-2026,"151,191.48","153,322.96","150,728.17","152,740.37","147,442,315","-1,551.88"
24-Mar-2026,"157,190.07","157,442.68","153,382.00","153,966.36","220,480,676","1,225.99"
25-Mar-2026,"155,359.94","158,586.09","155,199.71","158,313.44","348,263,249","4,347.08"
26-Mar-2026,"157,571.12","157,591.23","152,668.07","152,907.96","313,130,385","-5,405.48"
27-Mar-2026,"153,041.82","153,660.88","151,457.94","151,707.51","244,728,301","-1,200.45"
30-Mar-2026,"151,813.61","151,813.61","144,656.97","146,842.97","308,123,437","-4,864.54"
31-Mar-2026,"147,743.67","150,225.63","147,743.67","148,743.31","232,744,006","1,900.34"
01-Apr-2026,"151,262.76","157,347.17","151,262.76","155,511.56","420,206,439","6,768.25"
02-Apr-2026,"152,040.53","152,272.63","150,022.43","152,011.26","202,908,559","-3,500.30"
03-Apr-2026,"149,093.61","152,103.62","148,796.54","150,398.71","270,147,738","-1,612.55"
06-Apr-2026,"150,272.88","151,875.01","147,771.35","151,207.81","270,553,173",809.1
07-Apr-2026,"150,613.24","152,013.05","149,129.41","151,673.45","205,231,411",465.64
08-Apr-2026,"164,594.38","165,924.13","162,956.76","165,811.00","486,655,702","14,137.55"
09-Apr-2026,"166,382.34","166,962.16","161,993.00","165,517.51","456,727,475",-293.49
10-Apr-2026,"166,445.95","168,290.28","166,221.33","167,191.37","452,222,660","1,673.86"
13-Apr-2026,"161,837.70","163,612.11","160,158.92","160,591.33","324,636,940","-6,600.04"
14-Apr-2026,"163,416.54","165,763.81","163,416.54","165,634.84","358,200,598","5,043.51"
15-Apr-2026,"169,403.08","170,640.26","168,182.98","168,519.94","600,689,617","2,885.10"
16-Apr-2026,"170,006.74","170,899.16","168,941.31","169,911.95","405,306,160","1,392.01"
17-Apr-2026,"171,023.78","174,404.03","170,758.25","173,939.01","704,336,535","4,027.06"
20-Apr-2026,"172,249.25","174,523.76","169,226.56","172,196.70","597,872,201","-1,742.31"
21-Apr-2026,"173,405.57","175,298.11","172,837.79","173,155.79","524,204,667",959.09
22-Apr-2026,"173,343.40","173,452.66","171,254.81","171,579.30","358,034,849","-1,576.49"
23-Apr-2026,"171,561.74","171,561.74","168,416.02","169,173.37","310,837,839","-2,405.93"
24-Apr-2026,"168,045.68","171,641.32","166,380.71","170,672.04","445,222,167","1,498.67"
27-Apr-2026,"170,553.98","171,306.61","169,268.33","169,497.35","357,298,248","-1,174.69"
28-Apr-2026,"168,221.05","169,313.90","168,170.74","168,412.23","592,488,057","-1,085.12"
29-Apr-2026,"168,863.86","169,686.03","165,391.46","165,823.87","448,986,113","-2,588.36"
30-Apr-2026,"164,357.47","164,357.47","160,391.18","162,994.17","366,136,479","-2,829.70"
