DATE,OPEN,HIGH,LOW,CLOSE,VOLUME,CHANGE
21-Nov-2025,178.5,184,177,177.19,"8,677",0.18
24-Nov-2025,177.91,178.41,176.75,177,"10,998",-0.19
25-Nov-2025,177.24,177.99,172,175.58,"19,878",-1.42
26-Nov-2025,175.95,175.95,172,174.51,"19,639",-1.07
27-Nov-2025,174.51,176.01,172.01,175.82,"5,985",1.31
28-Nov-2025,175.51,176.44,174.51,175.63,"10,477",-0.19
01-Dec-2025,176,177.5,175.5,175.65,"6,079",0.02
02-Dec-2025,175.67,180,175.67,177.15,"13,336",1.5
03-Dec-2025,177.99,180,176.91,178.91,"14,496",1.76
04-Dec-2025,179.9,187,179.3,185.63,"72,178",6.72
05-Dec-2025,185.63,187.97,180.25,183.53,"35,329",-2.1
08-Dec-2025,184.9,187.51,184.9,185.37,"26,209",1.84
09-Dec-2025,186,192,186,188.4,"59,521",3.03
10-Dec-2025,189,192.99,188,189.71,"63,434",1.31
11-Dec-2025,189.9,191,187.44,189.7,"12,873",-0.01
12-Dec-2025,189,190,187.15,187.88,"21,302",-1.82
15-Dec-2025,188,193.5,188,191.34,"77,032",3.46
16-Dec-2025,192,192.91,189,189.5,"18,509",-1.84
17-Dec-2025,189.5,190,186.25,188,"19,989",-1.5
18-Dec-2025,189,189.99,187,188.97,"11,747",0.97
19-Dec-2025,189,191.99,187,188.46,"25,590",-0.51
22-Dec-2025,188,190,186.4,189.94,"20,374",1.48
23-Dec-2025,189.9,189.9,186,186.65,"7,718",-3.29
24-Dec-2025,187,189.5,186.02,188.79,"9,165",2.14
26-Dec-2025,189,191.99,186.05,186.8,"7,229",-1.99
29-Dec-2025,187,189.5,185.5,186.2,"18,431",-0.6
30-Dec-2025,186.3,188.85,186.3,188,"12,567",1.8
31-Dec-2025,187,189,185.01,187.94,"17,847",-0.06
01-Jan-2026,187.31,189.69,186.25,187.44,"32,081",-0.5
02-Jan-2026,188,197,187.5,195.22,"241,215",7.78
05-Jan-2026,197.98,199,192,193.77,"57,016",-1.45
06-Jan-2026,194.9,213.15,194,213.15,"541,131",19.38
07-Jan-2026,219.98,234.47,219.98,234.47,"345,220",21.32
08-Jan-2026,242,257.92,220.01,239.26,"1,170,293",4.79
09-Jan-2026,232.2,243.74,232.2,234.61,"49,259",-4.65
12-Jan-2026,232.2,234,221.3,224.43,"159,624",-10.18
13-Jan-2026,220.2,228,214.99,216.36,"77,172",-8.07
14-Jan-2026,217,221,212,212.83,"76,124",-3.53
15-Jan-2026,213,232.4,212.83,224.78,"477,301",11.95
16-Jan-2026,226.01,230,221,223.67,"224,517",-1.11
19-Jan-2026,226.99,227,222,223.59,"30,447",-0.08
20-Jan-2026,224.75,227.9,222.11,223.07,"29,918",-0.52
21-Jan-2026,224.98,229,218,226.63,"83,951",3.56
22-Jan-2026,226.5,226.5,222,222.21,"27,031",-4.42
23-Jan-2026,225.98,240,222.5,234.59,"413,240",12.38
26-Jan-2026,245,245,211.13,213.59,"436,398",-21
27-Jan-2026,213,216.5,208,210.69,"95,849",-2.9
28-Jan-2026,211,211,205,207.65,"134,801",-3.04
29-Jan-2026,209,215,207.01,209.84,"29,994",2.19
30-Jan-2026,210.25,214,208,212.56,"29,929",2.72
02-Feb-2026,213,214,209.8,211.02,"58,801",-1.54
03-Feb-2026,212.09,220.1,212,215.09,"53,487",4.07
04-Feb-2026,215.09,218.02,211,214.29,"87,564",-0.8
06-Feb-2026,214,218.01,211.3,217.25,"106,637",2.96
09-Feb-2026,218,229,218,226.5,"129,664",9.25
10-Feb-2026,230,239,221,233.72,"555,124",7.22
11-Feb-2026,239,239,234,234.64,"358,614",0.92
12-Feb-2026,237.95,237.95,234,236.26,"86,595",1.62
13-Feb-2026,236.27,237,234,235.81,"68,350",-0.45
16-Feb-2026,236.9,237.47,229,231.26,"144,102",-4.55
17-Feb-2026,225,225,212.53,215.73,"51,728",-5.53
18-Feb-2026,215.75,217.98,212,214.34,"15,761",-1.39
19-Feb-2026,212.15,215.97,206,206.28,"16,663",-8.06
20-Feb-2026,206,209.5,203,205.51,"32,344",-0.77
23-Feb-2026,209.5,209.5,193,196.81,"30,678",-8.7
24-Feb-2026,196.81,199.5,192,196.61,"23,529",-0.2
25-Feb-2026,197,197.99,193.01,195.74,"16,532",-0.87
26-Feb-2026,198,200,193.15,198.91,"23,096",3.17
27-Feb-2026,198.51,200.01,196,198.91,"11,327",0
02-Mar-2026,186.07,190,179.02,179.33,"31,426",-19.58
03-Mar-2026,180,186,180,184.98,"27,233",5.65
04-Mar-2026,184.98,189.9,179,187.95,"16,099",2.97
05-Mar-2026,186,192,186,189.78,"11,328",1.83
06-Mar-2026,189.9,189.95,185.01,186.81,"5,000",-2.97
09-Mar-2026,181.07,181.07,168.13,168.15,"59,686",-18.66
10-Mar-2026,174.05,184,174,178.1,"19,915",9.95
11-Mar-2026,178.5,180,176.11,177.72,"6,199",-0.38
12-Mar-2026,178,178,170.01,172.78,"19,063",-4.94
13-Mar-2026,171.95,175.85,171.95,174.09,"8,207",1.31
16-Mar-2026,171,174.09,171,172.22,"6,813",-1.87
17-Mar-2026,173.5,174.04,170,172.99,"4,239",0.77
18-Mar-2026,174,177.05,173.94,174.27,"9,786",1.28
